"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 373D September 2012 (1)","HDFC FMP 373D September 2012 (1) Quarterly Dividend Option","25 Mar, 2013","0.1723","0.1477"
"Close Ended","HDFC FMP 92D JUNE 2011 (2) ","HDFC FMP 92D JUNE 2011 (2) - Dividend Option","15 Sep, 2011","0.2001","0.1715"
"Close Ended","HDFC FMP 100D March 2011 (1) ","HDFC FMP 100D March 2011 (1) - Dividend Option","13 Jun, 2011","0.2405","0.2061"
"Close Ended","HDFC FMP 90D September 2013 (1)","HDFC FMP 90D September 2013 (1) - Direct Option - Dividend Option","10 Dec, 2013","0.2014","0.1929"
"Close Ended","HDFC FMP 90D September 2013 (1)","HDFC FMP 90D September 2013 (1) - Regular Option - Dividend Option","10 Dec, 2013","0.2001","0.1917"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","HDFC FMP 15M FEBRUARY 2008 RETAIL PLAN - NORMAL DIVIDEND OPTION","25 May, 2009","1.0196","0.9490"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","HDFC FMP 15M FEBRUARY 2008 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","25 May, 2009","0.1075","0.1000"
"Close Ended","HDFC FMP 92D February 2012 (3) ","HDFC FMP 92D February 2012 (3) - Dividend Option","31 May, 2012","0.2301","0.1972"
"Close Ended","HDFC FMP 100D March 2011 (3) ","HDFC FMP 100D March 2011 (3) - Dividend Option","05 Jul, 2011","0.2463","0.2111"
"Close Ended","HDFC FMP 366D March 2012 (1)","HDFC FMP 366D March 2012 (1) Dividend Option","28 Mar, 2013","0.9006","0.7719"
"Close Ended","HDFC FMP 366D March 2012 (1)","HDFC FMP 366D March 2012 (1) Quarterly Dividend Option","28 Mar, 2013","0.2005","0.1718"
"Close Ended","HDFC FMP 35D March 2011 (2)","HDFC FMP 35D March 2011 (2) - Dividend Option","02 May, 2011","0.0970","0.0905"
"Close Ended","HDFC FMP 13M MARCH 2008 ","HDFC FMP 13M MARCH 2008 RETAIL PLAN - NORMAL DIVIDEND OPTION","13 Apr, 2009","0.9173","0.8537"
"Close Ended","HDFC FMP 13M MARCH 2008 ","HDFC FMP 13M MARCH 2008 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","13 Apr, 2009","0.0250","0.0232"
"Close Ended","HDFC FMP 92D February 2012 (1) ","HDFC FMP 92D February 2012 (1) - Dividend Option","15 May, 2012","0.2201","0.1886"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","HDFC FMP 13M MARCH 2008 (2) WHOLESALE PLAN - NORMAL DIVIDEND OPTION","17 Apr, 2009","0.9503","0.8845"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","HDFC FMP 13M MARCH 2008 (2) RETAIL PLAN - NORMAL DIVIDEND OPTION","17 Apr, 2009","0.9154","0.8520"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","HDFC FMP 13M MARCH 2008 (2) RETAIL PLAN - QUARTERLY DIVIDEND OPTION","25 Mar, 2009","0.1018","0.0947"
"Close Ended","HDFC FMP 15M March 2007 ","HDFC FMP 15M March 2007 -  WHOLESALE PLAN - Quarterly Dividend Option","23 Jun, 2008","0.8351","0.7773"
"Close Ended","HDFC FMP 15M March 2007 ","HDFC FMP 15M March 2007 - WHOLESALE PLAN - Dividend Option","23 Jun, 2008","1.1879","1.1056"
"Close Ended","HDFC FMP 15M March 2007 ","HDFC FMP 15M MARCH 2007 - RETAIL PLAN -Dividend Option","23 Jun, 2008","1.1403","1.0613"
"Close Ended","HDFC FMP 15M March 2007 ","HDFC FMP 15M March 2007 - RETAIL PLAN - Quarterly Dividend Option","25 Mar, 2008","0.0740","0.0689"
"Close Ended","HDFC FMP 14M March 2007 ","HDFC FMP 14M March 2007 - RETAIL PLAN - Quarterly Dividend Option","14 May, 2008","0.6301","0.5864"
"Close Ended","HDFC FMP 14M March 2007 ","HDFC FMP 14M March 2007 - RETAIL PLAN -Dividend Option","14 May, 2008","1.0324","0.9609"
"Close Ended","HDFC FMP 372D January 2013 (2)","HDFC FMP 372D January 2013 (2) Direct Plan Dividend Option","28 Jan, 2014","0.6854","0.6565"
"Close Ended","HDFC FMP 372D January 2013 (2)","HDFC FMP 372D January 2013 (2) Dividend Option","28 Jan, 2014","0.6725","0.6441"
"Close Ended","HDFC FMP 372D January 2013 (2)","HDFC FMP 372D January 2013 (2) Quarterly Dividend Option","28 Jan, 2014","0.0615","0.0589"
"Close Ended","HDFC FMP 372D January 2013 (2)","HDFC FMP 372D January 2013 (2) Direct Plan Quarterly Dividend Option","28 Jan, 2014","0.0625","0.0599"
"Close Ended","HDFC FMP 400D February 2012 (1)","HDFC FMP 400D February 2012 (1) Dividend Option","10 Apr, 2013","0.9907","0.8441"
"Close Ended","HDFC FMP 400D February 2012 (1)","HDFC FMP 400D February 2012 (1) Quarterly Dividend Option","10 Apr, 2013","0.2376","0.2024"
"Close Ended","HDFC FMP 90D APRIL 2008 ","HDFC FMP 90D APRIL 2008 - WHOLESALE PLAN DIVIDEND OPTION","28 Jul, 2008","0.1966","0.1829"
"Close Ended","HDFC FMP 90D APRIL 2008 ","HDFC FMP 90D APRIL 2008 - RETAIL PLAN DIVIDEND OPTION","28 Jul, 2008","0.1966","0.1829"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Direct Option Flexi Option","04 Mar, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Regular Option Dividend Option","04 Mar, 2014","0.7336","0.7026"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Regular Option Quarterly Dividend Option","04 Mar, 2014","0.1308","0.1252"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Regualr Option Flexi Option","04 Mar, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Direct Option Dividend Option","04 Mar, 2014","0.7379","0.7067"
"Close Ended","HDFC FMP 372D February 2013 (1)","HDFC FMP 372D February 2013 (1) Direct Option Quarterly Dividend Option","04 Mar, 2014","0.1315","0.1260"
"Close Ended","HDFC FMP 371D February 2013 (1)","HDFC FMP 371D February 2013 (1) Regular Option Quarterly Dividend Option","26 Dec, 2013","0.2022","0.1937"
"Close Ended","HDFC FMP 371D February 2013 (1)","HDFC FMP 371D February 2013 (1) Direct Option Quarterly Dividend Option","25 Jun, 2013","0.1771","0.1696"
"Close Ended","HDFC FMP 370D February 2012 (3)","HDFC FMP 370D February 2012 (3) - Quarterly Dividend Option","26 Dec, 2012","0.2124","0.1821"
"Close Ended","HDFC FMP 100D AUGUST 2010 (2) ","HDFC FMP 100D AUGUST 2010 (2) - Dividend Option","25 Nov, 2010","0.1589","0.1481"
"Close Ended","HDFC FMP 370D February 2012 (2)","HDFC FMP 370D February 2012 (2) - Quarterly Dividend Option","25 Feb, 2013","0.1421","0.1218"
"Close Ended","HDFC FMP 370D February 2012 (2)","HDFC FMP 370D February 2012 (2) - Dividend Option","25 Feb, 2013","0.8974","0.7691"
"Close Ended","HDFC FMP 370D February 2012 (1)","HDFC FMP 370D February 2012 (1) - Quarterly Dividend Option","25 Sep, 2012","0.2116","0.1814"
"Close Ended","HDFC FMP 370D FBERUARY 2011 (1)","HDFC FMP 370D FBERUARY 2011 (1) - Quarterly Dividend Option","26 Sep, 2011","0.2138","0.1832"
"Close Ended","HDFC FMP 100D August 2010 (3) ","HDFC FMP 100D August 2010 (3) - Dividend Option","11 Nov, 2010","0.1564","0.1458"
"Close Ended","HDFC FMP 18M February 2012 (1)","HDFC FMP 18M February 2012 (1) - Dividend Option","28 Aug, 2013","1.1232","1.0757"
"Close Ended","HDFC FMP 18M February 2012 (1)","HDFC FMP 18M February 2012 (1) - Quarterly Dividend Option","28 Aug, 2013","0.1469","0.1407"
"Close Ended","HDFC FMP 15M February 2007","HDFC FMP 15M February 2007 - RETAIL PLAN -Dividend Option","13 May, 2008","0.9563","0.8900"
"Close Ended","HDFC FMP 15M February 2007","HDFC FMP 15M February 2007 - RETAIL PLAN - Quarterly Dividend Option","25 Mar, 2008","0.1259","0.1172"
"Close Ended","HDFC FMP 13M August 2011 (1) ","HDFC FMP 13M August 2011 (1) - Quaterly Dividend Option","25 Jun, 2012","0.2493","0.2137"
"Close Ended","HDFC FMP 100D FEBRUARY 2011 (1)","HDFC FMP 100D FEBRUARY 2011 (1) - Dividend Option","08 Jun, 2011","0.2381","0.2041"
"Close Ended","HDFC FMP 92D December 2011 (1)","HDFC FMP 92D December 2011 (1) - Dividend Option","15 Mar, 2012","0.2038","0.1746"
"Close Ended","HDFC FMP 26M AUGUST 2006","HDFC FMP 26M AUGUST 2006 IP- Dividend","06 Nov, 2008","1.6858","1.5691"
"Close Ended","HDFC FMP 26M AUGUST 2006","HDFC FMP 26M AUGUST 2006 Retail - Dividend","06 Nov, 2008","1.6128","1.5011"
"Close Ended","HDFC FMP 90D December 2008 (1)","HDFC FMP 90D December 2008 (1) - RETAIL PLAN DIVIDEND OPTION","09 Mar, 2009","0.1558","0.1450"
"Close Ended","HDFC FMP 90D December 2008 (1)","HDFC FMP 90D December 2008 (1) - WHOLESALE PLAN DIVIDEND OPTION","09 Mar, 2009","0.1577","0.1467"
"Close Ended","HDFC FMP 566D December 2012 (1)","HDFC FMP 566D December 2012 (1) Dividend Option","30 Jun, 2014","1.0872","1.0413"
"Close Ended","HDFC FMP 566D December 2012 (1)","HDFC FMP 566D December 2012 (1) Quarterly Dividend Option","25 Mar, 2014","0.1487","0.1424"
"Close Ended","HDFC FMP 526D December 2012 (1)","HDFC FMP 526D December 2012 (1) Dividend Option","27 May, 2014","1.0042","0.9617"
"Close Ended","HDFC FMP 526D December 2012 (1)","HDFC FMP 526D December 2012 (1) Quarterly Dividend Option","25 Mar, 2014","0.1322","0.1266"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","HDFC FMP 367D AUGUST 2007 - WHOLESALE PLAN NORMAL DIVIDEND OPTION","14 Aug, 2008","0.7707","0.7173"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","HDFC FMP 367D AUGUST 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","14 Aug, 2008","0.7378","0.6867"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","HDFC FMP 367D AUGUST 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","25 Jun, 2008","0.1556","0.1448"
"Close Ended","HDFC FMP 371D December 2012 (1)","HDFC FMP 371D December 2012 (1) Dividend Option ","15 Jan, 2014","0.6740","0.6455"
"Close Ended","HDFC FMP 371D December 2012 (1)","HDFC FMP 371D December 2012 (1) Quarterly Dividend Option","15 Jan, 2014","0.2351","0.2252"
"Close Ended","HDFC FMP 370D August 2010 (1) ","HDFC FMP 370D August 2010 (1) - Dividend Option","22 Aug, 2011","0.6567","0.5629"
"Close Ended","HDFC FMP 370D August 2010 (1) ","HDFC FMP 370D August 2010 (1) - Quarterly Dividend Option","27 Jun, 2011","0.2246","0.1925"
"Close Ended","HDFC FMP 371D August 2012 (1)","HDFC FMP 371D August 2012 (1) Dividend Option","03 Sep, 2013","0.7108","0.6807"
"Close Ended","HDFC FMP 371D August 2012 (1)","HDFC FMP 371D August 2012 (1) Quarterly Dividend Option","25 Mar, 2013","0.1762","0.1510"
"Close Ended","HDFC FMP 371D August 2012 (1)","HDFC FMP 373D August 2012 (1) Dividend Option","21 Aug, 2013","0.7102","0.6802"
"Close Ended","HDFC FMP 371D August 2012 (1)","HDFC FMP 373D August 2012 (1) Quarterly Dividend Option","21 Aug, 2013","0.1012","0.0969"
"Close Ended","HDFC FMP 370D December 2011 (3)","HDFC FMP 370D December 2011 (3) Dividend Option","01 Jan, 2013","0.8527","0.7309"
"Close Ended","HDFC FMP 370D December 2011 (3)","HDFC FMP 370D December 2011 (3) Quarterly Dividend Option","01 Jan, 2013","0.2086","0.1788"
"Close Ended","HDFC FMP 92D August 2011 (1) ","HDFC FMP 92D August 2011 (1) - Dividend Option","21 Nov, 2011","0.1968","0.1687"
"Close Ended","HDFC FMP 370D December 2012 (2)","HDFC FMP 370D December 2012 (2) Quarterly Dividend Option","25 Mar, 2013","0.1805","0.1547"
"Close Ended","HDFC FMP 370D December 2011 (2)","HDFC FMP 370D December 2011 (2) - Dividend Option","26 Dec, 2012","0.8637","0.7403"
"Close Ended","HDFC FMP 370D December 2011 (2)","HDFC FMP 370D December 2011 (2) - Quarterly Dividend Option","25 Jun, 2012","0.2722","0.2333"
"Close Ended","HDFC FMP 16M DECEMBER 2006","HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Dividend Option","21 Apr, 2008","0.9585","0.8921"
"Close Ended","HDFC FMP 16M DECEMBER 2006","HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Quarterly Dividend Option","25 Mar, 2008","0.1431","0.1331"
"Close Ended","HDFC FMP 16M DECEMBER 2006","HDFC FMP 16M DECEMBER 2006 WHOLESALE PLAN Quarterly Dividend Option","21 Apr, 2008","0.2252","0.2096"
"Close Ended","HDFC FMP 370D December 2012 (1)","HDFC FMP 370D December 2012 (1) Quarterly Dividend Option","25 Mar, 2013","0.1905","0.1633"
"Close Ended","HDFC FMP 370D December 2011 (1)","HDFC FMP 370D December 2011 (1) - Quarterly Dividend Option","18 Dec, 2012","0.1773","0.1520"
"Close Ended","HDFC FMP 370D December 2011 (1)","HDFC FMP 370D December 2011 (1) - Dividend Option","18 Dec, 2012","0.8473","0.7262"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - NORMAL DIVIDEND OPTION","19 Jun, 2009","1.1559","1.0758"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","19 Jun, 2009","0.3464","0.3224"
"Close Ended","HDFC FMP 369D December 2012 (1)","HDFC FMP 369D December 2012 (1) Dividend Option","30 Dec, 2013","0.6863","0.6573"
"Close Ended","HDFC FMP 369D December 2012 (1)","HDFC FMP 369D December 2012 (1) Quarterly Dividend Option","25 Jun, 2013","0.1881","0.1801"
"Close Ended","HDFC FMP 462D January 2013 (1)","HDFC FMP 462D January 2013 (1) Direct Plan Quarterly Dividend Option","25 Mar, 2014","0.1332","0.1276"
"Close Ended","HDFC FMP 462D January 2013 (1)","HDFC FMP 462D January 2013 (1) Quarterly Dividend Option","25 Mar, 2014","0.1332","0.1276"
"Close Ended","HDFC FMP 371D July 2012 (3)","HDFC FMP 371D July 2012 (3) Quarterly Dividend Option","25 Jun, 2013","0.1795","0.1719"
"Close Ended","HDFC FMP 371D July 2012 (3)","HDFC FMP 371D July 2012 (3) Dividend Option","13 Aug, 2013","0.7005","0.6709"
"Close Ended","HDFC FMP 1113D August 2018 (1)","HDFC FMP 1113D August 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1367","0.1266"
"Close Ended","HDFC FMP 1113D August 2018 (1)","HDFC FMP 1113D August 2018 (1)-Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1370","0.1268"
"Close Ended","HDFC FMP 1141D August 2018 (1)","HDFC FMP 1141D August 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1130","0.1046"
"Close Ended","HDFC FMP 1141D August 2018 (1)","HDFC FMP 1141D August 2018 (1)-Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1133","0.1049"
"Close Ended","HDFC FMP 1105D August 2018 (1)","HDFC FMP 1105D August 2018 (1) - Regular Option - Quarterly Dividend Option","18 Mar, 2020","0.1393","0.1290"
"Close Ended","HDFC FMP 1105D August 2018 (1)","HDFC FMP 1105D August 2018 (1) - Direct Option - Quarterly Dividend Option","18 Mar, 2020","0.1395","0.1292"
"Close Ended","HDFC FMP 1122D August 2018 (1)","HDFC FMP 1122D August 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1366","0.1265"
"Close Ended","HDFC FMP 1122D August 2018 (1)","HDFC FMP 1122D August 2018 (1) - Quarterly Div Option- Direct Plan","18 Mar, 2020","0.1369","0.1268"
"Close Ended","HDFC FMP 1487D August 2018 (1)","HDFC FMP 1487D August 2018 (1) - Quarterly Div Option- Direct Plan","18 Mar, 2020","0.1224","0.1133"
"Close Ended","HDFC FMP 1105D August 2018 (2)","HDFC FMP 1105D August 2018 (2) - Quarterly Dividend Option","18 Mar, 2020","0.1381","0.1279"
"Close Ended","HDFC FMP 1105D August 2018 (2)","HDFC FMP 1105D August 2018 (2) - Direct Plan - Quarterly Div Option","18 Mar, 2020","0.1385","0.1283"
"Close Ended","HDFC FMP 1115D September 2018 (1)","HDFC FMP 1115D September 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1368","0.1267"
"Close Ended","HDFC FMP 1115D September 2018 (1)","HDFC FMP 1115D September 2018 (1) - Direct Plan - Quarterly Div Option","18 Mar, 2020","0.1372","0.1270"
"Close Ended","HDFC FMP 1381D September 2018 (1)","HDFC FMP 1381D September 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1384","0.1281"
"Close Ended","HDFC FMP 1381D September 2018 (1)","HDFC FMP 1381D September 2018 (1) - Direct Plan - Quarterly Div Option","18 Mar, 2020","0.1389","0.1286"
"Close Ended","HDFC FMP 1372D September 2018 (1)","HDFC FMP 1372D September 2018 (1) - Direct Plan - Quarterly Div Option","18 Mar, 2020","0.1357","0.1256"
"Close Ended","HDFC FMP 1280D October 2018 (1)","HDFC FMP 1280D October 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1367","0.1266"
"Close Ended","HDFC FMP 1344D October 2018 (1)","HDFC FMP 1344D October 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1264","0.1170"
"Close Ended","HDFC FMP 1344D October 2018 (1)","HDFC FMP 1344D October 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1315","0.1218"
"Close Ended","HDFC FMP 1274D October 2018 (1)","HDFC FMP 1274D October 2018(1)-Dividend Option","18 Mar, 2020","0.1383","0.1280"
"Close Ended","HDFC FMP 1274D October 2018 (1)","HDFC FMP 1274D October 2018(1)-Direct Plan-Dividend Option","18 Mar, 2020","0.1388","0.1285"
"Close Ended","HDFC FMP 1261D October 2018 (1)","HDFC FMP 1261D October 2018(1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1360","0.1259"
"Close Ended","HDFC FMP 1260D October 2018 (1)","HDFC FMP 1260D October 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1381","0.1279"
"Close Ended","HDFC FMP 1265D October 2018 (1)","HDFC FMP 1265D October 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1337","0.1238"
"Close Ended","HDFC FMP 1265D October 2018 (1)","HDFC FMP 1265D October 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1402","0.1298"
"Close Ended","HDFC FMP 1246D November 2018 (1)","HDFC FMP 1246D November 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1370","0.1269"
"Close Ended","HDFC FMP 1246D November 2018 (1)","HDFC FMP 1246D November 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1376","0.1274"
"Close Ended","HDFC FMP 1232D November 2018 (1)","HDFC FMP 1232D November 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1380","0.1278"
"Close Ended","HDFC FMP 1232D November 2018 (1)","HDFC FMP 1232D November 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1396","0.1293"
"Close Ended","HDFC FMP 1224D December 2018 (1)","HDFC FMP 1224D December 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1310","0.1213"
"Close Ended","HDFC FMP 1218D December 2018 (1)","HDFC FMP 1218D December 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1362","0.1261"
"Close Ended","HDFC FMP 1196D December 2018 (1)","HDFC FMP 1196D December 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1319","0.1222"
"Close Ended","HDFC FMP 1196D December 2018 (1)","HDFC FMP 1196D December 2018 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1373","0.1271"
"Close Ended","HDFC FMP 1203D December 2018 (1)","HDFC FMP 1203D December 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1376","0.1274"
"Close Ended","HDFC FMP 1190D January 2019(1)","HDFC FMP 1190D January 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1340","0.1241"
"Close Ended","HDFC FMP 1190D January 2019(1)","HDFC FMP 1190D January 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1365","0.1264"
"Close Ended","HDFC FMP 1182D January 2019(1)","HDFC FMP 1182D January 2019(1)-Quarterly Dividend Option","18 Mar, 2020","0.1329","0.1230"
"Close Ended","HDFC FMP 1182D January 2019(1)","HDFC FMP 1182D January 2019(1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1369","0.1268"
"Close Ended","HDFC FMP 1175D January 2019(1)","HDFC FMP 1175D January 2019(1)-Quarterly Dividend Option","18 Mar, 2020","0.1288","0.1193"
"Close Ended","HDFC FMP 1175D January 2019(1)","HDFC FMP 1175D January 2019(1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1338","0.1239"
"Close Ended","HDFC FMP 1168D January 2019(1)","HDFC FMP 1168D January 2019(1)-Quarterly Dividend Option","18 Mar, 2020","0.1300","0.1204"
"Close Ended","HDFC FMP 1168D January 2019(1)","HDFC FMP 1168D January 2019(1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1360","0.1259"
"Close Ended","HDFC FMP 1154D February 2019 (1)","HDFC FMP 1154D February 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1268","0.1174"
"Close Ended","HDFC FMP 1154D February 2019 (1)","HDFC FMP 1154D February 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1345","0.1246"
"Close Ended","HDFC FMP 1146D February 2019 (1)","HDFC FMP 1146D February 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1265","0.1171"
"Close Ended","HDFC FMP 1146D February 2019 (1)","HDFC FMP 1146D February 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1357","0.1256"
"Close Ended","HDFC FMP 1133D February 2019 (1)","HDFC FMP 1133D February 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1240","0.1148"
"Close Ended","HDFC FMP 1133D February 2019 (1)","HDFC FMP 1133D February 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1350","0.1250"
"Close Ended","HDFC FMP 1126D March 2019 (1)","HDFC FMP 1126D March 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1235","0.1144"
"Close Ended","HDFC FMP 1126D March 2019 (1)","HDFC FMP 1126D March 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1353","0.1253"
"Close Ended","HDFC FMP 1127D March 2019 (1)","HDFC FMP 1127D March 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1188","0.1100"
"Close Ended","HDFC FMP 1127D March 2019 (1)","HDFC FMP 1127D March 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1314","0.1216"
"Close Ended","HDFC FMP 1120D March 2019 (1)","HDFC FMP 1120D March 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1207","0.1117"
"Close Ended","HDFC FMP 1120D March 2019 (1)","HDFC FMP 1120D March 2019 (1)-Direct Plan-Quarterly Div Option","18 Mar, 2020","0.1334","0.1235"
"Close Ended","HDFC FMP 1118D March 2019 (1","HDFC FMP 1118D March 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1287","0.1192"
"Close Ended","HDFC FMP 1100D April 2019 (1)","HDFC FMP 1100D April 2019 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1174","0.1087"
