"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 370D September 2013 (1)","HDFC FMP 370D September 2013 (1) Series 27 - Regular - Quarterly Dividend","27 Jun, 2016","0.1526","0.1414"
"Close Ended","HDFC FMP 370D August 2013 (4)","HDFC FMP 370D August 2013 (4)-Direct Option-Dividend Option","01 Sep, 2014","0.8336","0.7983"
"Close Ended","HDFC FMP 370D August 2013 (4)","HDFC FMP 370D August 2013 (4)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1977","0.1893"
"Close Ended","HDFC FMP 370D August 2013 (4)","HDFC FMP 370D August 2013 (4) Series 27 - Regular - Normal Dividend","01 Sep, 2014","0.8293","0.7942"
"Close Ended","HDFC FMP 370D August 2013 (4)","HDFC FMP 370D August 2013 (4) Series 27 - Regular - Quarterly Dividend","28 Mar, 2016","0.1596","0.1479"
"Close Ended","HDFC FMP 1875D August 2013 (1)","HDFC FMP 1875D August 2013 (1) Series 27 - Regular - Normal Dividend","22 Oct, 2018","4.0099","3.7132"
"Close Ended","HDFC FMP 1875D August 2013 (1)","HDFC FMP 1875D August 2013 (1) Series 27 - Regular - Quarterly Dividend","22 Oct, 2018","0.0422","0.0391"
"Close Ended","HDFC FMP 1875D August 2013 (1)","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Normal Dividend","22 Oct, 2018","4.2267","3.9140"
"Close Ended","HDFC FMP 1875D August 2013 (1)","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Quarterly Dividend","22 Oct, 2018","0.0438","0.0406"
"Close Ended","HDFC FMP 370D August 2013 (3)","HDFC FMP 370D August 2013 (3) Series 27 - Direct - Normal Dividend","26 Aug, 2014","0.8180","0.7834"
"Close Ended","HDFC FMP 370D August 2013 (3)","HDFC FMP 370D August 2013 (3) Series 27 - Regular - Normal Dividend","26 Aug, 2014","0.8136","0.7792"
"Close Ended","HDFC FMP 370D August 2013 (3)","HDFC FMP 370D Aug 2013 (3) Series 27 - Direct - Quarterly Dividend","28 Mar, 2016","0.1591","0.1474"
"Close Ended","HDFC FMP 370D August 2013 (3)","HDFC FMP 370D August 2013 (3) Series 27 - Regular - Quarterly Dividend","27 Mar, 2017","0.1282","0.1187"
"Close Ended","HDFC FMP 370D August 2013 (2)","HDFC FMP 370D August 2013 (2) Series 26 - Direct - Normal Dividend","20 Aug, 2014","0.8178","0.7832"
"Close Ended","HDFC FMP 370D August 2013 (2)","HDFC FMP 370D August 2013 (2) Series 26 - Regular - Normal Dividend","20 Aug, 2014","0.8134","0.7790"
"Close Ended","HDFC FMP 370D August 2013 (2)","HDFC FMP 370D August 2013 (2) - Regular Option - Quarterly Dividend Option","25 Jun, 2014","0.1881","0.1801"
"Close Ended","HDFC FMP 370D August 2013 (2)","HDFC FMP 370D August 2013 (2) Series 26 - Direct - Quarterly Dividend","27 Jun, 2017","0.4358","0.4038"
"Close Ended","HDFC FMP 1001D August 2013 (1)","HDFC FMP 1001D August 2013 (1) Series 27 - Direct - Quarterly Dividend","25 Sep, 2017","0.1458","0.1351"
"Close Ended","HDFC FMP 1001D August 2013 (1)","HDFC FMP 1001D August 2013 (1) Series 27 - Regular - Quarterly Dividend","25 Sep, 2017","0.1449","0.1342"
"Close Ended","HDFC FMP 1846D August 2013 (1)","HDFC FMP 1846D August 2013 (1) Series 27 - Regular - Normal Dividend","03 Sep, 2018","3.7792","3.4995"
"Close Ended","HDFC FMP 1846D August 2013 (1)","HDFC FMP 1846D August 2013 (1) Series 27 - Regular - Quarterly Dividend","03 Sep, 2018","0.1058","0.0980"
"Close Ended","HDFC FMP 1846D August 2013 (1)","HDFC FMP 1846D August 2013 (1) Series 27 - Direct - Normal Dividend","03 Sep, 2018","3.9471","3.6550"
"Close Ended","HDFC FMP 1846D August 2013 (1)","HDFC FMP 1846D August 2013 (1) Series 27 - Direct - Quarterly Dividend","03 Sep, 2018","0.1093","0.1013"
"Close Ended","HDFC FMP 371D August 2013 (1)","HDFC FMP 371D August 2013 (1)-Regular Option-Dividend Option","12 Aug, 2014","0.7663","0.7339"
"Close Ended","HDFC FMP 371D August 2013 (1)","HDFC FMP 371D August 2013 (1)-Direct Option-Dividend Option","12 Aug, 2014","0.7882","0.7548"
"Close Ended","HDFC FMP 371D August 2013 (1)","HDFC FMP 371D Aug 2013 (1) Series 27 - Direct - Quarterly Dividend","27 Mar, 2017","0.1324","0.1226"
"Close Ended","HDFC FMP 370D August 2013 (1)","HDFC FMP 370D August 2013 (1) Series 26 - Regular - Normal Dividend","12 Aug, 2014","0.7784","0.7455"
"Close Ended","HDFC FMP 370D August 2013 (1)","HDFC FMP 370D August 2013 (1) Series 26 - Direct - Normal Dividend","12 Aug, 2014","0.7826","0.7495"
"Close Ended","HDFC FMP 370D August 2013 (1)","HDFC FMP 370D August 2013 (1)-Direct Option-Quarterly Dividend Option","25 Jun, 2014","0.1821","0.1744"
"Close Ended","HDFC FMP 370D August 2013 (1)","HDFC FMP 370D August 2013 (1) Series 26 - Regular - Quarterly Dividend","27 Jun, 2017","0.4287","0.3971"
"Close Ended","HDFC FMP 1143D JULY 2013 (1)","HDFC FMP 1143D July 2013 (1) Series 27 - Direct - Quarterly Dividend","27 Jun, 2017","0.4073","0.3774"
"Close Ended","HDFC FMP 1143D JULY 2013 (1)","HDFC FMP 1143D July 2013 (1) Series 27 - Regular - Quarterly Dividend","25 Sep, 2017","0.1378","0.1277"
"Close Ended","HDFC FMP 370D JULY 2013 (3)","HDFC FMP 370D July 2013 (3)-Direct Option-Quarterly Dividend Option","25 Jun, 2014","0.1789","0.1713"
"Close Ended","HDFC FMP 370D JULY 2013 (3)","HDFC FMP 370D July 2013 (3) Series 26 - Regular - Quarterly Dividend","25 Sep, 2017","0.1404","0.1301"
"Close Ended","HDFC FMP 371D JULY 2013 (1)","HDFC FMP 371D July 2013 (1)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1824","0.1747"
"Close Ended","HDFC FMP 371D JULY 2013 (1)","HDFC FMP 371D July 2013 (1) Series 26 - Regular - Normal Dividend","30 Jul, 2014","0.7413","0.7100"
"Close Ended","HDFC FMP 371D JULY 2013 (1)","HDFC FMP 371D July 2013 (1) Series 26 - Direct - Normal Dividend","30 Jul, 2014","0.7457","0.7142"
"Close Ended","HDFC FMP 371D JULY 2013 (1)","HDFC FMP 371D July 2013 (1) Series 26 - Regular - Quarterly Dividend","25 Sep, 2017","0.1458","0.1351"
"Close Ended","HDFC FMP 1107D MAY 2013 (1)","HDFC FMP 1107D May 2013 (1) Series 25 - Direct - Quarterly Dividend","25 Sep, 2017","0.1184","0.1097"
"Close Ended","HDFC FMP 1107D MAY 2013 (1)","HDFC FMP 1107D May 2013 (1) Series 25 - Regular - Quarterly Dividend","25 Sep, 2017","0.1403","0.1300"
"Close Ended","HDFC Annual Interval Fund - Series I - Plan B","HDFC Annual Interval Fund Series 1-Plan B - Regular - Normal Dividend - Payout","23 Mar, 2015","0.6867","0.6368"
"Close Ended","HDFC Annual Interval Fund - Series I - Plan B","HDFC Annual Interval Fund Series 1-Plan B - Direct - Normal Dividend - Payout","23 Mar, 2015","0.6919","0.6417"
"Close Ended","HDFC Annual Interval Fund - Series I - Plan B","HDFC Annual Interval Fund Series 1-Plan B - Direct -Quarterly Dividend","25 Sep, 2017","0.1479","0.1370"
"Close Ended","HDFC Rajiv Gandhi Equity Savings Scheme - February 2013","HDFC Rajiv Gandhi Equity Savings Scheme - February 2013 - Series 1- Regular - Normal Dividend","21 Mar, 2016","2.6290","2.6290"
"Close Ended","HDFC Rajiv Gandhi Equity Savings Scheme - February 2013","HDFC Rajiv Gandhi Equity Savings Scheme - February 2013 - Series 1 - Direct - Normal Dividend","21 Mar, 2016","2.8290","2.8290"
"Close Ended","HDFC FMP 1198D FEBRUARY 2013 (1)","HDFC FMP 1198D February 2013 (1) Series 24 - Regular - Normal Dividend","25 May, 2016","2.1284","1.9720"
"Close Ended","HDFC FMP 1198D FEBRUARY 2013 (1)","HDFC FMP 1198D February 2013 (1) Series 24 - Direct - Normal Dividend","25 May, 2016","2.2189","2.0558"
"Close Ended","HDFC FMP 1198D FEBRUARY 2013 (1)","HDFC FMP 1198D February 2013 (1) Series 24 - Direct - Quarterly Dividend","25 Sep, 2017","0.1498","0.1388"
"Close Ended","HDFC FMP 1198D FEBRUARY 2013 (1)","HDFC FMP 1198D February 2013 (1) Series 24 - Regular - Quarterly Dividend","25 Sep, 2017","0.1401","0.1298"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Regular - Normal Dividend","10 Apr, 2018","3.9130","3.6235"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Regular - Quarterly Dividend","10 Apr, 2018","0.1242","0.1150"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Regular - Flexi","10 Apr, 2018","0.0000","0.0000"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Direct - Normal Dividend","10 Apr, 2018","3.9130","3.6235"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Direct - Quarterly Dividend","10 Apr, 2018","0.1240","0.1149"
"Close Ended","HDFC FMP 1919D January 2013 (1)-Series 24","HDFC FMP 1919D January 2013 (1) Series 24 - Direct - Flexi","10 Apr, 2018","0.0000","0.0000"
"Close Ended","HDFC FMP 35D August 2010 (1)","HDFC FMP 35D August 2010 (1) - Dividend - Series XIV","08 Sep, 2010","0.0488","0.0455"
"Close Ended","HDFC FMP 370D July 2010(1)","HDFC FMP 370D July 2010 (1) - Quarterly Dividend - Series XV","25 Mar, 2011","0.1777","0.1656"
"Close Ended","HDFC FMP 100D July 2010(1)","HDFC FMP 100D July 2010 (1) - Dividend - Series XIII","01 Nov, 2010","0.1575","0.1468"
"Close Ended","HDFC FMP 370D June 2010 (2)","HDFC FMP 370D June 2010 (2) - Dividend - Series XV","11 Jul, 2011","0.6001","0.5143"
"Close Ended","HDFC FMP 370D June 2010 (2)","HDFC FMP 370D June 2010 (2) - Quarterly Dividend - Series XV","27 Jun, 2011","0.2187","0.1874"
"Close Ended","HDFC FMP 370D June 2010 (1)","HDFC FMP 370D June 2010 (1) - Dividend - Series XV","27 Jun, 2011","0.0615","0.0527"
"Close Ended","HDFC FMP 370D June 2010 (1)","HDFC FMP 370D June 2010 (1) - Quarterly Dividend - Series XV","25 Mar, 2011","0.1791","0.1669"
"Close Ended","HDFC FMP 367D April 2010 (2)","HDFC FMP 367D April 2010 (2) - Dividend - Series XII","13 May, 2011","0.5796","0.5409"
"Close Ended","HDFC FMP 367D April 2010 (2)","HDFC FMP 367D April 2010 (2) - Quarterly Dividend - Series XII","25 Mar, 2011","0.1783","0.1662"
"Close Ended","HDFC FMP 36M April 2010","HDFC FMP 36M April 2010 - Dividend - Series XII","06 May, 2013","2.2313","1.9011"
"Close Ended","HDFC FMP 36M April 2010","HDFC FMP 36M April 2010 - Quarterly Dividend - Series XII","25 Mar, 2013","0.1825","0.1564"
"Close Ended","HDFC FMP 367D April 2010 (1)","HDFC FMP 367D April 2010 (1) - Dividend - Series XII","02 May, 2011","0.5920","0.5525"
"Close Ended","HDFC FMP 367D April 2010 (1)","HDFC FMP 367D April 2010 (1) - Quarterly Dividend - Series XII","25 Mar, 2011","0.1841","0.1715"
"Close Ended","HDFC FMP 13M March 2010 (3)","HDFC FMP 13M March 2010 (3) - Dividend - Series XII","02 May, 2011","0.6414","0.5986"
"Close Ended","HDFC FMP 13M March 2010 (3)","HDFC FMP 13M March 2010 (3) - Quarterly Dividend - Series XII","25 Mar, 2011","0.1831","0.1706"
"Close Ended","HDFC FMP 13M March 2010 (2)","HDFC FMP 13M March 2010 (2) - Dividend - Series XII","02 May, 2011","0.6773","0.6322"
"Close Ended","HDFC FMP 13M March 2010 (2)","HDFC FMP 13M March 2010 (2) - Quarterly Dividend - Series XII","25 Mar, 2011","0.1950","0.1817"
"Close Ended","HDFC FMP 367D March 2010 (1)","HDFC FMP 367D March 2010 (1) - Quarterly Dividend - Series XII","25 Jun, 2010","0.1452","0.1353"
"Close Ended","HDFC FMP 13M March 2010","HDFC FMP 13M March 2010 - Dividend Option","21 Apr, 2011","0.7046","0.6576"
"Close Ended","HDFC FMP 13M March 2010","HDFC FMP 13M March 2010 - Dividend Quarterly Option","21 Apr, 2011","0.7046","0.6576"
"Close Ended","HDFC FMP 24M February 2010","HDFC FMP 24M February 2010 - Dividend - Series XII","14 Mar, 2012","1.3688","1.1732"
"Close Ended","HDFC FMP 24M February 2010","HDFC FMP 24M February 2010 - Quarterly Dividend - Series XII","14 Mar, 2012","0.1765","0.1513"
"Close Ended","HDFC FMP 15M December 2009","HDFC FMP 15M December 2009 - Dividend - Series XII","13 Apr, 2011","0.0844","0.0788"
"Close Ended","HDFC FMP 15M December 2009","HDFC FMP 15M December 2009 - Quarterly Dividend - Series XII","07 Apr, 2011","0.2019","0.1881"
"Close Ended","HDFC FMP 19M November 2009","HDFC FMP 19M November 2009 - Quarterly Dividend - Series XI","23 Jun, 2011","0.1988","0.1704"
"Close Ended","HDFC FMP 19M November 2009","HDFC FMP 19M November 2009 - Normal Dividend - Series XI","23 Jun, 2011","0.9412","0.8067"
"Close Ended","HDFC FMP 13M October 2009","HDFC FMP 13M October 2009 - Quarterly Dividend - Series XI","22 Nov, 2010","0.0956","0.0891"
"Close Ended","HDFC FMP 13M October 2009","HDFC FMP 13M October 2009 - Normal Dividend - Series XI","22 Nov, 2010","0.6099","0.5684"
"Close Ended","HDFC FMP 18M October 2009","HDFC FMP 18M October 2009 - Quarterly Dividend - Series XI","27 Dec, 2010","0.1258","0.1173"
"Close Ended","HDFC FMP 20M September 2009","HDFC FMP 20M Sep 2009 - Quarterly Dividend - Series XI","25 Mar, 2011","0.1144","0.1066"
"Close Ended","HDFC FMP 20M September 2009","HDFC FMP 20M Sep 2009 - Normal Dividend - Series XI","23 May, 2011","1.1417","1.0655"
"Close Ended","HDFC FMP 367D MARCH 2009 (1)","HDFC FMP 367D March 2009 (1) - Wholesale Plan Growth - Series X","05 Apr, 2010","0.6361","0.5920"
"Close Ended","HDFC FMP 367D MARCH 2009 (1)","HDFC FMP 367D March 2009 (1) - Retail Plan Quarterly Dividend - Series X","25 Mar, 2010","0.1377","0.1282"
"Close Ended","HDFC FMP 13M March 2009 (1)","HDFC FMP 13M March 2009 (1) - Retail Plan Dividend - Series X","26 Apr, 2010","0.6862","0.6387"
"Close Ended","HDFC FMP 13M March 2009 (1)","HDFC FMP 13M March 2009 (1) - Retail Plan Quarterly Dividend - Series X","25 Mar, 2010","0.1356","0.1262"
"Close Ended","HDFC FMP 14M February 2009 (1)","HDFC FMP 14M February 2009 (1) - Wholesale Plan Dividend - Series X","24 May, 2010","0.7243","0.6750"
"Close Ended","HDFC FMP 14M February 2009 (1)","HDFC FMP 14M February 2009 (1) - Retail Plan Dividend - Series X","24 May, 2010","0.7243","0.6750"
"Close Ended","HDFC FMP 14M February 2009 (1)","HDFC FMP 14M February 2009 (1) - Retail Plan Quarterly Dividend - Series X","24 May, 2010","0.0900","0.0838"
"Close Ended","HDFC FMP DECEMBER 16M 2008 (1)","HDFC FMP 16M December 2008 (X) (1) - Retail Plan Dividend","09 Apr, 2010","1.0448","0.9724"
"Close Ended","HDFC FMP DECEMBER 16M 2008 (1)","HDFC FMP 16M December 2008 (X) (1) - Retail Plan Quarterly Dividend","09 Apr, 2010","0.0261","0.0243"
"Close Ended","HDFC FMP DECEMBER 370 DAYS 2008  (1)","HDFC FMP 370D December 2008 (IX) (1) - Retail Plan Dividend","15 Dec, 2009","0.7491","0.6972"
"Close Ended","HDFC FMP DECEMBER 370 DAYS 2008  (1)","HDFC FMP 370D December 2008 (IX) (1) - Retail Plan Quarterly Dividend","25 Jun, 2009","0.1906","0.1774"
"Close Ended","HDFC FMP DECEMBER 370 DAYS 2008  (1)","HDFC FMP 370D December 2008 (IX) (1) - Wholesale Plan Dividend","15 Dec, 2009","0.8012","0.7457"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (4)","HDFC FMP 90D November 2008 (X) (4) - Retail Plan Dividend","02 Mar, 2009","0.1834","0.1707"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (4)","HDFC FMP 90D November 2008 (X) (4) - Wholesale Plan Dividend","02 Mar, 2009","0.1856","0.1728"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (3)","HDFC FMP 90D November 2008 (X) (3) - Retail Plan Dividend","24 Feb, 2009","0.2016","0.1877"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (3)","HDFC FMP 90D November 2008 (X) (3) - Wholesale Plan Dividend","24 Feb, 2009","0.2043","0.1901"
"Close Ended","HDFC FMP 17M NOVEMBER 2008 (1)","HDFC FMP 17M November 2008 (IX) (1) - Wholesale Plan Dividend","26 Apr, 2010","1.4007","1.3037"
"Close Ended","HDFC FMP 17M NOVEMBER 2008 (1)","HDFC FMP 17M November 2008 (IX) (1) - Wholesale Plan Quarterly Dividend","25 Mar, 2010","0.1652","0.1538"
"Close Ended","HDFC FMP 17M NOVEMBER 2008 (1)","HDFC FMP 17M November 2008 (IX) (1) - Retail Plan Dividend","26 Apr, 2010","1.3123","1.2213"
"Close Ended","HDFC FMP 17M NOVEMBER 2008 (1)","HDFC FMP 17M November 2008 (IX) (1) - Retail Plan Quarterly Dividend","26 Apr, 2010","0.3087","0.2873"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (2)","HDFC FMP 90D November 2008 (X) (2) - Retail Plan Dividend","16 Feb, 2009","0.2107","0.1961"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (2)","HDFC FMP 90D November 2008 (X) (2) - Wholesale Plan Dividend","16 Feb, 2009","0.2129","0.1982"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (1)","HDFC FMP 90D November 2008 (X) (1) - Retail Plan Dividend","09 Feb, 2009","0.2161","0.2011"
"Close Ended","HDFC FMP 90D NOVEMBER 2008 (1)","HDFC FMP 90D November 2008 (X) (1) - Wholesale Plan Dividend","09 Feb, 2009","0.2184","0.2032"
"Close Ended","HDFC FMP 370D NOVEMBER 2008(1)","HDFC FMP 370D November 2008 (IX) (1) - Wholesale Plan Dividend","11 Nov, 2009","0.9457","0.8802"
"Close Ended","HDFC FMP 370D NOVEMBER 2008(1)","HDFC FMP 370D November 2008 (IX) (1) - Retail Plan Dividend","11 Nov, 2009","0.8557","0.7964"
"Close Ended","HDFC FMP 370D NOVEMBER 2008(1)","HDFC FMP 370D November 2008 (IX) (1) - Retail Plan Quarterly Dividend","11 Nov, 2009","0.0959","0.0893"
"Close Ended","HDFC FMP 370D NOVEMBER 2008(1)","HDFC FMP 370D November 2008 (IX) (1) - Wholesale Plan Quarterly Dividend","11 Nov, 2009","0.1064","0.0991"
"Close Ended","HDFC OCTOBER 90 DAYS 2008 (3)","HDFC FMP 90D October 2008 (IX) (3) - Wholesale Plan Dividend","28 Jan, 2009","0.2268","0.2111"
"Close Ended","HDFC OCTOBER 90 DAYS 2008 (3)","HDFC FMP 90D October 2008 (IX) (3) - Retail Plan Dividend","28 Jan, 2009","0.2244","0.2089"
"Close Ended","HDFC FMP 18M OCTOBER 2008 (2)","HDFC FMP 18M October 2008 (IX) (2) - Retail Plan Quarterly Dividend","25 Mar, 2010","0.7344","0.6836"
"Close Ended","HDFC FMP OCTOBER 370 DAYS (1)","HDFC FMP 370D Octobr 2008 (IX) (1) - Retail Plan Quarterly Dividend","15 Apr, 2010","0.2695","0.2509"
"Close Ended","HDFC FMP OCTOBER 370 DAYS (1)","HDFC FMP 370D October 2008 (IX) (1) - Retail Plan Dividend","15 Apr, 2010","1.4490","1.3486"
"Close Ended","HDFC FMP OCTOBER 90 DAYS (2)","HDFC FMP 90D October 2008 (IX) (2) - Retail Plan Dividend","19 Jan, 2009","0.2357","0.2194"
"Close Ended","HDFC FMP OCTOBER 90 DAYS (2)","HDFC FMP 90D October 2008 (IX) (2) - Wholesale Plan Dividend","19 Jan, 2009","0.2376","0.2211"
"Close Ended","HDFC FMP 181D OCTOBER 2008 (1)","HDFC FMP 181D October 2008 (VIII) (1) - Retail Plan Dividend","22 Apr, 2009","0.4741","0.4413"
"Close Ended","HDFC FMP 181D OCTOBER 2008 (1)","HDFC FMP 181D October 2008 (VIII) (1) - Wholesale Plan Dividend","22 Apr, 2009","0.4788","0.4456"
"Close Ended","HDFC FMP 90D OCTOBER 2008 (1)","HDFC FMP 90D October 2008 (IX) (1) - Retail Plan Dividend","13 Jan, 2009","0.2571","0.2393"
"Close Ended","HDFC FMP 90D OCTOBER 2008 (1)","HDFC FMP 90D October 2008 (IX) (1) - Wholesale Plan Dividend","13 Jan, 2009","0.2592","0.2412"
"Close Ended","HDFC FMP 18M OCTOBER 2008 (1).","HDFC FMP 18M October 2008 (IX) (1) - Retail Plan Quarterly Dividend","25 Mar, 2010","0.2000","0.1861"
"Close Ended","HDFC FMP 18M OCTOBER 2008 (1).","HDFC FMP 18M October 2008 (IX) (1) - Wholesale Plan Quarterly Dividend","25 Mar, 2010","0.2500","0.2327"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (4)","HDFC FMP 90D September 2008 (VIII) (4) - Retail Plan Dividend","05 Jan, 2009","0.2620","0.2438"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (4)","HDFC FMP 90D September 2008 (VIII) (4) - Wholesale Plan Dividend","05 Jan, 2009","0.2643","0.2460"
"Close Ended","HDFC FMP 370D SEPTEMBER 2008 (1)","HDFC FMP 370D September 2008 (IX) (1) - Retail Plan Dividend","29 Sep, 2009","0.9465","0.8810"
"Close Ended","HDFC FMP 370D SEPTEMBER 2008 (1)","HDFC FMP 370D September 2008 (IX) (1) - Retail Plan Quarterly Dividend","25 Jun, 2009","0.2168","0.2017"
"Close Ended","HDFC FMP 370D SEPTEMBER 2008 (1)","HDFC FMP 370D September 2008 (IX) (1) - Wholesale Plan Quarterly Dividend","29 Sep, 2009","0.3252","0.3027"
"Close Ended","HDFC FMP 22M SEPTEMBER 2008","HDFC FMP 22M September 2008 (IX) - Wholesale Plan Dividend","22 Jul, 2010","1.9817","1.8470"
"Close Ended","HDFC FMP 22M SEPTEMBER 2008","HDFC FMP 22M September 2008 (IX) - Retail Plan Dividend","22 Jul, 2010","1.8147","1.6914"
"Close Ended","HDFC FMP 22M SEPTEMBER 2008","HDFC FMP 22M September 2008 (IX) - Retail Plan Quarterly Dividend","25 Mar, 2010","0.2120","0.1973"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (2)","HDFC FMP 90D September 2008 (IX) (2) - Retail Plan Dividend","15 Dec, 2008","0.2437","0.2268"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (2)","HDFC FMP 90D September 2008 (IX) (2) - Wholesale Plan Dividend","15 Dec, 2008","0.2457","0.2287"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (1)","HDFC FMP 90D September 2008 (IX) (1) - Retail Plan Dividend","08 Dec, 2008","0.2337","0.2175"
"Close Ended","HDFC FMP 90D SEPTEMBER 2008 (1)","HDFC FMP 90D September 2008 (IX) (1) - Wholesale Plan Dividend","08 Dec, 2008","0.2402","0.2235"
"Close Ended","HDFC FMP 181D AUGUST 2008 (1)","HDFC FMP 181D August 2008 (VIII) (1) - Wholesale Plan Dividend","09 Mar, 2009","0.4918","0.4578"
"Close Ended","HDFC FMP 181D AUGUST 2008 (1)","HDFC FMP 181D August 2008 (VIII) (1) - Retail Plan Dividend","09 Mar, 2009","0.0486","0.4526"
"Close Ended","HDFC FMP 370D AUGUST 2008 (3)","HDFC FMP 370D August 2008 (IX) (3) - Retail Plan Dividend","14 Sep, 2009","0.9211","0.8573"
"Close Ended","HDFC FMP 370D AUGUST 2008 (3)","HDFC FMP 370D August 2008 (IX) (3) - Retail Plan Quarterly Dividend","25 Mar, 2009","0.2051","0.1909"
"Close Ended","HDFC FMP 90D AUGUST 2008 (4).","HDFC FMP 90D August 2008 (IX) (4) - Retail Plan Dividend","01 Dec, 2008","0.2402","0.2235"
"Close Ended","HDFC FMP 90D AUGUST 2008 (4).","HDFC FMP 90D August 2008 (IX) (4) - Wholesale Plan Dividend","01 Dec, 2008","0.2424","0.2256"
"Close Ended","HDFC FMP 370D AUGUST 2008 (2)","HDFC FMP 370D August 2008 (IX) (2) - Retail Plan Dividend","26 Aug, 2009","0.9842","0.9160"
"Close Ended","HDFC FMP 90 D AUGUST 2008 (3)","HDFC FMP 90D August 2008 (IX) (3) - Retail Plan Dividend","24 Nov, 2008","0.2380","0.2215"
"Close Ended","HDFC FMP 90 D AUGUST 2008 (3)","HDFC FMP 90D August 2008 (IX) (3) - Wholesale Plan Dividend","24 Nov, 2008","0.2402","0.2235"
"Close Ended","HDFC FMP 90D AUGUST 2008 (2)","HDFC FMP 90D August 2008 (IX) (2) - Wholesale Plan Dividend","17 Nov, 2008","0.2337","0.2175"
"Close Ended","HDFC FMP 90D AUGUST 2008 (2)","HDFC FMP 90D August 2008 (IX) (2) - Retail Plan Dividend","17 Nov, 2008","0.2317","0.2156"
"Close Ended","HDFC FMP 20M AUGUST 2008","HDFC FMP 20M August 2008 (IX) - Retail Plan Dividend","27 Apr, 2010","1.5824","1.4728"
"Close Ended","HDFC FMP 20M AUGUST 2008","HDFC FMP 20M August 2008 (IX) - Retail Plan Quarterly Dividend","25 Mar, 2010","0.2860","0.2661"
"Close Ended","HDFC FMP 90 D AUGUST 2008 (1)","HDFC FMP 90D August 2008 (IX) (1) - Wholesale Plan Dividend","10 Nov, 2008","0.2171","0.2020"
"Close Ended","HDFC FMP 90 D AUGUST 2008 (1)","HDFC FMP 90D August 2008 (IX) (1) - Retail Plan Dividend","10 Nov, 2008","0.2151","0.2002"
"Close Ended","HDFC FMP 370D AUGUST 2008 (1)","HDFC FMP 370D August 2008 (IX) (1) - Retail Plan Dividend","24 Aug, 2009","0.9260","0.8618"
"Close Ended","HDFC FMP 370D AUGUST 2008 (1)","HDFC FMP 370D August 2008 (IX) (1) - Wholesale Plan Dividend","24 Aug, 2009","1.0175","0.9470"
"Close Ended","HDFC FMP 370D AUGUST 2008 (1)","HDFC FMP 370D AUGUST 2008 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION","25 Jun, 2009","0.1708","0.1590"
"Close Ended","HDFC FMP 90D JULY 2008 (3)","HDFC FMP 90D July 2008 (IX) (3) - Retail Plan Dividend","29 Oct, 2008","0.2271","0.2114"
"Close Ended","HDFC FMP 90D JULY 2008 (3)","HDFC FMP 90D July 2008 (IX) (3) - Wholesale Plan Dividend","29 Oct, 2008","0.2271","0.2114"
"Close Ended","HDFC FMP 370D JULY 2008 (2).","HDFC FMP 370D July 2008 (IX) (2) - Retail Plan Dividend","27 Jul, 2009","0.9227","0.8588"
"Close Ended","HDFC FMP 370D JULY 2008 (2).","HDFC FMP 370D JULY 2008 (2) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION","25 Jun, 2009","0.1763","0.1641"
"Close Ended","HDFC FMP 90D JULY 2008 (2)","HDFC FMP 90D July 2008 (IX) (2) - Retail Plan Dividend","21 Oct, 2008","0.2214","0.2060"
"Close Ended","HDFC FMP 90D JULY 2008 (2)","HDFC FMP 90D July 2008 (IX) (2) - Wholesale Plan Dividend","21 Oct, 2008","0.2214","0.2060"
