"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC FMP 371D August 2012 (1)","117831","HDFC FMP 371D August 2012 (1) Dividend Option","22 Jul, 2013","10.7819"
"Close Ended","HDFC FMP 370D December 2011 (3)","116336","HDFC FMP 370D December 2011 (3) Growth Option","01 Jan, 2013","10.9680"
"Close Ended","HDFC FMP 370D December 2011 (3)","116337","HDFC FMP 370D December 2011 (3) Dividend Option","01 Jan, 2013","10.0000"
"Close Ended","HDFC FMP 370D December 2011 (3)","116338","HDFC FMP 370D December 2011 (3) Quarterly Dividend Option","01 Jan, 2013","10.0000"
"Close Ended","HDFC FMP 92D August 2011 (1) ","115670","HDFC FMP 92D August 2011 (1) - Dividend Option","27 Sep, 2011","10.0889"
"Close Ended","HDFC FMP 92D August 2011 (1) ","115671","HDFC FMP 92D August 2011 (1) - Growth Option","16 Nov, 2011","10.2113"
"Close Ended","HDFC FMP 370D December 2012 (2)","118252","HDFC FMP 370D December 2012 (2) Growth Option","22 Jul, 2013","10.4595"
"Close Ended","HDFC FMP 370D December 2012 (2)","118253","HDFC FMP 370D December 2012 (2) Dividend Option","10 Sep, 2013","10.5567"
"Close Ended","HDFC FMP 370D December 2012 (2)","118254","HDFC FMP 370D December 2012 (2) Quarterly Dividend Option","22 Jul, 2013","10.0114"
"Close Ended","HDFC FMP 370D December 2012 (2)","118255","HDFC FMP 370D December 2012 (2) Flexi Option","10 Sep, 2013","10.5567"
"Close Ended","HDFC FMP 370D December 2011 (2)","116321","HDFC FMP 370D December 2011 (2) - Growth Option","08 Oct, 2012","10.7927"
"Close Ended","HDFC FMP 370D December 2011 (2)","116322","HDFC FMP 370D December 2011 (2) - Dividend Option","05 Mar, 2012","10.1162"
"Close Ended","HDFC FMP 370D December 2011 (2)","116323","HDFC FMP 370D December 2011 (2) - Quarterly Dividend Option","08 Oct, 2012","10.0509"
"Close Ended","HDFC FMP 16M DECEMBER 2006","104657","HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Growth Option","08 Apr, 2008","11.0792"
"Close Ended","HDFC FMP 16M DECEMBER 2006","104658","HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Dividend Option","01 Jan, 2008","10.8400"
"Close Ended","HDFC FMP 16M DECEMBER 2006","104659","HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Quarterly Dividend Option","08 Apr, 2008","10.2399"
"Close Ended","HDFC FMP 16M DECEMBER 2006","104660","HDFC FMP 16M DECEMBER 2006 WHOLESALE PLAN Growth Option","02 Jan, 2008","10.8900"
"Close Ended","HDFC FMP 16M DECEMBER 2006","104662","HDFC FMP 16M DECEMBER 2006 WHOLESALE PLAN Quarterly Dividend Option","08 Apr, 2008","10.2415"
"Close Ended","HDFC FMP 370D December 2012 (1)","118212","HDFC FMP 370D December 2012 (1) Growth Option","22 Jul, 2013","10.4735"
"Close Ended","HDFC FMP 370D December 2012 (1)","118213","HDFC FMP 370D December 2012 (1) Dividend Option","10 Sep, 2013","10.5741"
"Close Ended","HDFC FMP 370D December 2012 (1)","118214","HDFC FMP 370D December 2012 (1) Quarterly Dividend Option","22 Jul, 2013","10.0114"
"Close Ended","HDFC FMP 370D December 2012 (1)","118215","HDFC FMP 370D December 2012 (1) Flexi Option","10 Sep, 2013","10.5741"
"Close Ended","HDFC FMP 370D December 2011 (1)","116266","HDFC FMP 370D December 2011 (1) - Growth Option","12 Dec, 2012","10.9475"
"Close Ended","HDFC FMP 370D December 2011 (1)","116267","HDFC FMP 370D December 2011 (1) - Quarterly Dividend Option","01 Feb, 2012","10.0914"
"Close Ended","HDFC FMP 370D December 2011 (1)","116268","HDFC FMP 370D December 2011 (1) - Dividend Option","12 Dec, 2012","10.9475"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","107263","HDFC FMP 18M DECEMBER 2007 WHOLESALE PLAN - GROWTH OPTION","03 Jun, 2009","11.3577"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","107265","HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - GROWTH OPTION","18 May, 2009","11.2255"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","107266","HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - NORMAL DIVIDEND OPTION","03 Jun, 2009","11.2603"
"Close Ended","HDFC FMP 18M DECEMBER 2007 ","107267","HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","18 May, 2009","10.3091"
"Close Ended","HDFC FMP 369D December 2012 (1)","118256","HDFC FMP 369D December 2012 (1) Growth Option","22 Jul, 2013","10.4414"
"Close Ended","HDFC FMP 369D December 2012 (1)","118257","HDFC FMP 369D December 2012 (1) Dividend Option","10 Sep, 2013","10.5376"
"Close Ended","HDFC FMP 369D December 2012 (1)","118258","HDFC FMP 369D December 2012 (1) Flexi Option","22 Jul, 2013","10.4414"
"Close Ended","HDFC FMP 369D December 2012 (1)","118259","HDFC FMP 369D December 2012 (1) Quarterly Dividend Option","06 Sep, 2013","10.0886"
"Close Ended","HDFC FMP 462D January 2013 (1)","120138","HDFC FMP 462D January 2013 (1) Direct Plan Flexi Option","15 Jan, 2014","10.8823"
"Close Ended","HDFC FMP 462D January 2013 (1)","120139","HDFC FMP 462D January 2013 (1) Direct Plan Dividend Option","15 Apr, 2014","10.0000"
"Close Ended","HDFC FMP 462D January 2013 (1)","120140","HDFC FMP 462D January 2013 (1) Direct Plan Growth Option","15 Jan, 2014","10.8823"
"Close Ended","HDFC FMP 462D January 2013 (1)","120141","HDFC FMP 462D January 2013 (1) Direct Plan Quarterly Dividend Option","15 Apr, 2014","10.0000"
"Close Ended","HDFC FMP 462D January 2013 (1)","120142","HDFC FMP 462D January 2013 (1) Dividend Option","15 Jan, 2014","10.8823"
"Close Ended","HDFC FMP 462D January 2013 (1)","120144","HDFC FMP 462D January 2013 (1) Growth Option","15 Apr, 2014","11.1020"
"Close Ended","HDFC FMP 462D January 2013 (1)","120145","HDFC FMP 462D January 2013 (1) Quarterly Dividend Option","15 Jan, 2014","10.0492"
"Close Ended","HDFC FMP 371D July 2012 (3)","117678","HDFC FMP 371D July 2012 (3) Quarterly Dividend Option","22 Jul, 2013","10.0474"
"Close Ended","HDFC FMP 371D July 2012 (3)","117679","HDFC FMP 371D July 2012 (3) Growth Option","02 Apr, 2013","10.5699"
"Close Ended","HDFC FMP 371D July 2012 (3)","117680","HDFC FMP 371D July 2012 (3) Dividend Option","22 Jul, 2013","10.8301"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144562","HDFC FMP 1113D August 2018 (1)-Dividend Option","03 Apr, 2020","11.4498"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144559","HDFC FMP 1113D August 2018 (1)-Dividend Option - Direct Plan","03 Apr, 2020","11.5310"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144564","HDFC FMP 1113D August 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.1095"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144561","HDFC FMP 1113D August 2018 (1)-Quarterly Div Option - Direct Plan","03 Apr, 2020","10.1096"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144563","HDFC FMP 1113D August 2018 (1)-Growth Option","03 Apr, 2020","11.4498"
"Close Ended","HDFC FMP 1113D August 2018 (1)","144560","HDFC FMP 1113D August 2018 (1)-Growth Option - Direct Plan","03 Apr, 2020","11.5310"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144505","HDFC FMP 1141D August 2018 (1)-Dividend Option","03 Apr, 2020","11.2075"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144502","HDFC FMP 1141D August 2018 (1)-Dividend Option - Direct Plan","03 Apr, 2020","11.3043"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144507","HDFC FMP 1141D August 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.1191"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144504","HDFC FMP 1141D August 2018 (1)-Quarterly Div Option - Direct Plan","03 Apr, 2020","10.1192"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144506","HDFC FMP 1141D August 2018 (1)-Growth Option","03 Apr, 2020","11.2075"
"Close Ended","HDFC FMP 1141D August 2018 (1)","144503","HDFC FMP 1141D August 2018 (1)-Growth Option - Direct Plan","03 Apr, 2020","11.3043"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144523","HDFC FMP 1105D August 2018 (1) - Regular Option - Dividend Option","03 Apr, 2020","11.5678"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144521","HDFC FMP 1105D August 2018 (1) - Direct Option - Dividend Option","03 Apr, 2020","11.6505"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144526","HDFC FMP 1105D August 2018 (1) - Regular Option - Quarterly Dividend Option","03 Apr, 2020","10.1836"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144522","HDFC FMP 1105D August 2018 (1) - Direct Option - Quarterly Dividend Option","03 Apr, 2020","10.1837"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144524","HDFC FMP 1105D August 2018 (1) - Regular Option - Growth Option","03 Apr, 2020","11.5678"
"Close Ended","HDFC FMP 1105D August 2018 (1)","144525","HDFC FMP 1105D August 2018 (1) - Direct Option - Growth Option","03 Apr, 2020","11.6505"
"Close Ended","HDFC FMP 91D August 2018 (1)","144812","HDFC FMP 91D August 2018 (1) - Dividend Option","04 Dec, 2018","10.0000"
"Close Ended","HDFC FMP 91D August 2018 (1)","144808","HDFC FMP 91D August 2018 (1) - Direct Plan - Dividend Option","04 Dec, 2018","10.0000"
"Close Ended","HDFC FMP 91D August 2018 (1)","144813","HDFC FMP 91D August 2018 (1) - Growth Option","04 Dec, 2018","10.1804"
"Close Ended","HDFC FMP 91D August 2018 (1)","144810","HDFC FMP 91D August 2018 (1) - Direct Plan - Growth Option","04 Dec, 2018","10.1830"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144743","HDFC FMP 1122D August 2018 (1) - Dividend Option","03 Apr, 2020","11.5498"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144741","HDFC FMP 1122D August 2018 (1) - Dividend Option- Direct Plan","03 Apr, 2020","11.6322"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144745","HDFC FMP 1122D August 2018 (1) - Quarterly Dividend Option","03 Apr, 2020","10.2737"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144742","HDFC FMP 1122D August 2018 (1) - Quarterly Div Option- Direct Plan","03 Apr, 2020","10.2739"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144744","HDFC FMP 1122D August 2018 (1) - Growth Option","03 Apr, 2020","11.5498"
"Close Ended","HDFC FMP 1122D August 2018 (1)","144746","HDFC FMP 1122D August 2018 (1) - Growth Option - Direct Plan","03 Apr, 2020","11.6322"
"Close Ended","HDFC FMP 1487D August 2018 (1)","144797","HDFC FMP 1487D August 2018 (1) - Dividend Option","03 Apr, 2020","11.3335"
"Close Ended","HDFC FMP 1487D August 2018 (1)","144796","HDFC FMP 1487D August 2018 (1) - Dividend Option- Direct Plan","03 Apr, 2020","11.4875"
"Close Ended","HDFC FMP 1487D August 2018 (1)","144801","HDFC FMP 1487D August 2018 (1) - Quarterly Div Option- Direct Plan","03 Apr, 2020","10.2815"
"Close Ended","HDFC FMP 1487D August 2018 (1)","144798","HDFC FMP 1487D August 2018 (1) - Growth Option","03 Apr, 2020","11.3335"
"Close Ended","HDFC FMP 1487D August 2018 (1)","144800","HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan","03 Apr, 2020","11.4875"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144805","HDFC FMP 1105D August 2018 (2) - Dividend Option","03 Apr, 2020","11.5571"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144802","HDFC FMP 1105D August 2018 (2) - Direct Plan - Dividend Option","03 Apr, 2020","11.6395"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144807","HDFC FMP 1105D August 2018 (2) - Quarterly Dividend Option","03 Apr, 2020","10.2464"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144803","HDFC FMP 1105D August 2018 (2) - Direct Plan - Quarterly Div Option","03 Apr, 2020","10.2466"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144806","HDFC FMP 1105D August 2018 (2) - Growth Option","03 Apr, 2020","11.5571"
"Close Ended","HDFC FMP 1105D August 2018 (2)","144804","HDFC FMP 1105D August 2018 (2) - Direct Plan - Growth Option","03 Apr, 2020","11.6395"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144857","HDFC FMP 1115D September 2018 (1) - Dividend Option","03 Apr, 2020","11.6037"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144856","HDFC FMP 1115D September 2018 (1) - Direct Plan - Dividend Option","03 Apr, 2020","11.6866"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144859","HDFC FMP 1115D September 2018 (1) - Quarterly Dividend Option","03 Apr, 2020","10.3427"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144858","HDFC FMP 1115D September 2018 (1) - Direct Plan - Quarterly Div Option","03 Apr, 2020","10.3428"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144860","HDFC FMP 1115D September 2018 (1) - Growth Option","03 Apr, 2020","11.6037"
"Close Ended","HDFC FMP 1115D September 2018 (1)","144861","HDFC FMP 1115D September 2018 (1) - Direct Plan - Growth Option","03 Apr, 2020","11.6866"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144978","HDFC FMP 1381D September 2018 (1) - Dividend Option","03 Apr, 2020","11.7302"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144976","HDFC FMP 1381D September 2018 (1) - Direct Plan - Dividend Option","03 Apr, 2020","11.8374"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144980","HDFC FMP 1381D September 2018 (1) - Quarterly Dividend Option","03 Apr, 2020","10.4874"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144977","HDFC FMP 1381D September 2018 (1) - Direct Plan - Quarterly Div Option","03 Apr, 2020","10.4876"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144979","HDFC FMP 1381D September 2018 (1) - Growth Option","03 Apr, 2020","11.7302"
"Close Ended","HDFC FMP 1381D September 2018 (1)","144981","HDFC FMP 1381D September 2018 (1) - Direct Plan - Growth Option","03 Apr, 2020","11.8374"
"Close Ended","HDFC FMP 1372D September 2018 (1)","145106","HDFC FMP 1372D September 2018 (1) - Dividend Option","03 Apr, 2020","11.6938"
"Close Ended","HDFC FMP 1372D September 2018 (1)","145103","HDFC FMP 1372D September 2018 (1) - Direct Plan - Dividend Option","03 Apr, 2020","11.7830"
"Close Ended","HDFC FMP 1372D September 2018 (1)","145105","HDFC FMP 1372D September 2018 (1) - Direct Plan - Quarterly Div Option","03 Apr, 2020","10.4914"
"Close Ended","HDFC FMP 1372D September 2018 (1)","145107","HDFC FMP 1372D September 2018 (1) - Growth Option","03 Apr, 2020","11.6938"
"Close Ended","HDFC FMP 1372D September 2018 (1)","145104","HDFC FMP 1372D September 2018 (1) - Direct Plan - Growth Option","03 Apr, 2020","11.7830"
"Close Ended","HDFC FMP 1280D October 2018 (1)","145275","HDFC FMP 1280D October 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.4305"
"Close Ended","HDFC FMP 1280D October 2018 (1)","145274","HDFC FMP 1280D October 2018 (1)-Growth Option","03 Apr, 2020","11.6094"
"Close Ended","HDFC FMP 1280D October 2018 (1)","145272","HDFC FMP 1280D October 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.7152"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145283","HDFC FMP 1344D October 2018 (1)-Dividend Option","03 Apr, 2020","11.5222"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145281","HDFC FMP 1344D October 2018 (1)-Direct Plan-Dividend Option","03 Apr, 2020","11.5722"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145284","HDFC FMP 1344D October 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.4047"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145282","HDFC FMP 1344D October 2018 (1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.4062"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145286","HDFC FMP 1344D October 2018 (1)-Growth Option","03 Apr, 2020","11.5222"
"Close Ended","HDFC FMP 1344D October 2018 (1)","145285","HDFC FMP 1344D October 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.5722"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145300","HDFC FMP 1274D October 2018(1)-Quarterly Dividend Option","03 Apr, 2020","11.5957"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145297","HDFC FMP 1274D October 2018(1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","11.6956"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145302","HDFC FMP 1274D October 2018(1)-Dividend Option","03 Apr, 2020","10.4276"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145299","HDFC FMP 1274D October 2018(1)-Direct Plan-Dividend Option","03 Apr, 2020","10.4277"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145301","HDFC FMP 1274D October 2018(1)-Growth Option","03 Apr, 2020","11.5957"
"Close Ended","HDFC FMP 1274D October 2018 (1)","145298","HDFC FMP 1274D October 2018(1)-Direct Plan-Growth Option","03 Apr, 2020","11.6956"
"Close Ended","HDFC FMP 1261D October 2018 (1)","145388","HDFC FMP 1261D October 2018(1)-Direct Plan-Dividend Option","03 Apr, 2020","11.6401"
"Close Ended","HDFC FMP 1261D October 2018 (1)","145391","HDFC FMP 1261D October 2018(1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.4090"
"Close Ended","HDFC FMP 1261D October 2018 (1)","145395","HDFC FMP 1261D October 2018(1)-Growth Option","03 Apr, 2020","11.5982"
"Close Ended","HDFC FMP 1261D October 2018 (1)","145394","HDFC FMP 1261D October 2018(1)-Direct Plan-Growth Option","03 Apr, 2020","11.6401"
"Close Ended","HDFC FMP 1260D October 2018 (1)","145458","HDFC FMP 1260D October 2018 (1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.4067"
"Close Ended","HDFC FMP 1260D October 2018 (1)","145462","HDFC FMP 1260D October 2018 (1)-Growth Option","03 Apr, 2020","11.6043"
"Close Ended","HDFC FMP 1260D October 2018 (1)","145461","HDFC FMP 1260D October 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.6457"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145428","HDFC FMP 1265D October 2018 (1)-Dividend Option","03 Apr, 2020","11.5313"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145425","HDFC FMP 1265D October 2018 (1)-Direct Plan-Dividend Option","03 Apr, 2020","11.6451"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145430","HDFC FMP 1265D October 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.3890"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145427","HDFC FMP 1265D October 2018 (1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.3892"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145429","HDFC FMP 1265D October 2018 (1)-Growth Option","03 Apr, 2020","11.5313"
"Close Ended","HDFC FMP 1265D October 2018 (1)","145426","HDFC FMP 1265D October 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.6451"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145494","HDFC FMP 1246D November 2018 (1)-Dividend Option","03 Apr, 2020","11.4678"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145491","HDFC FMP 1246D November 2018 (1)-Direct Plan-Dividend Option","03 Apr, 2020","11.5489"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145496","HDFC FMP 1246D November 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.3791"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145493","HDFC FMP 1246D November 2018 (1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.3793"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145495","HDFC FMP 1246D November 2018 (1)-Growth Option","03 Apr, 2020","11.4678"
"Close Ended","HDFC FMP 1246D November 2018 (1)","145492","HDFC FMP 1246D November 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.5489"
"Close Ended","HDFC FMP 1232D November 2018 (1)","145642","HDFC FMP 1232D November 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.3617"
"Close Ended","HDFC FMP 1232D November 2018 (1)","145640","HDFC FMP 1232D November 2018 (1)-Direct Plan-Quarterly Div Option","03 Apr, 2020","10.3626"
"Close Ended","HDFC FMP 1232D November 2018 (1)","145639","HDFC FMP 1232D November 2018 (1)-Growth Option","03 Apr, 2020","11.4466"
"Close Ended","HDFC FMP 1232D November 2018 (1)","145643","HDFC FMP 1232D November 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.5277"
"Close Ended","HDFC FMP 1224D December 2018 (1)","145721","HDFC FMP 1224D December 2018 (1)-Dividend Option","03 Apr, 2020","11.3543"
"Close Ended","HDFC FMP 1224D December 2018 (1)","145717","HDFC FMP 1224D December 2018 (1)-Direct Plan-Dividend Option","03 Apr, 2020","11.4466"
"Close Ended","HDFC FMP 1224D December 2018 (1)","145722","HDFC FMP 1224D December 2018 (1)-Quarterly Dividend Option","03 Apr, 2020","10.3266"
"Close Ended","HDFC FMP 1224D December 2018 (1)","145719","HDFC FMP 1224D December 2018 (1)-Growth Option","03 Apr, 2020","11.3543"
"Close Ended","HDFC FMP 1224D December 2018 (1)","145720","HDFC FMP 1224D December 2018 (1)-Direct Plan-Growth Option","03 Apr, 2020","11.4466"
"Close Ended","HDFC FMP 1218D December 2018 (1)","145797","HDFC FMP 1218D December 2018 (1) - Quarterly Div Option - Direct Plan","17 Dec, 2018","10.0000"
"Close Ended","HDFC FMP 1218D December 2018 (1)","145798","HDFC FMP 1218D December 2018 (1) - Dividend Option","03 Apr, 2020","11.3662"
"Close Ended","HDFC FMP 1218D December 2018 (1)","145795","HDFC FMP 1218D December 2018 (1) - Dividend Option - Direct Plan","03 Apr, 2020","11.4457"
