"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC FMP 371D January 2014 (2)","126881","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Normal Dividend","19 Jan, 2015","10.9348"
"Close Ended","HDFC FMP 371D January 2014 (2)","126882","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Flexi","03 Feb, 2015","10.9708"
"Close Ended","HDFC FMP 371D January 2014 (2)","126877","HDFC FMP 371D January 2014 (2) Series 29 - Direct - Normal Dividend","09 Feb, 2017","11.7511"
"Close Ended","HDFC FMP 371D January 2014 (2)","126879","HDFC FMP 371D January 2014 (2) Series 29 - Direct - Growth","17 Apr, 2017","13.0437"
"Close Ended","HDFC FMP 371D January 2014 (2)","126883","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Growth","09 Feb, 2017","12.8659"
"Close Ended","HDFC FMP 371D January 2014 (2)","126884","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Quarterly Dividend","17 Apr, 2017","10.0000"
"Close Ended","HDFC FMP 472D January 2014 (1)","126776","HDFC FMP 472D January 2014 (1) - Direct Option-Quarterly Dividend Option","05 Feb, 2014","10.0000"
"Close Ended","HDFC FMP 472D January 2014 (1)","126773","HDFC FMP 472D January 2014 (1) Series 29 - Direct - Normal Dividend","19 Jan, 2015","10.9476"
"Close Ended","HDFC FMP 472D January 2014 (1)","126774","HDFC FMP 472D January 2014 (1) Series 29 - Direct - Flexi","21 Apr, 2015","11.1778"
"Close Ended","HDFC FMP 472D January 2014 (1)","126777","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Normal Dividend","21 Apr, 2015","11.1298"
"Close Ended","HDFC FMP 472D January 2014 (1)","126775","HDFC FMP 472D January 2014 (1) Series 29 - Direct - Growth","07 Feb, 2017","12.8994"
"Close Ended","HDFC FMP 472D January 2014 (1)","126778","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Flexi","15 May, 2017","13.0389"
"Close Ended","HDFC FMP 472D January 2014 (1)","126779","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Growth","07 Feb, 2017","12.8188"
"Close Ended","HDFC FMP 472D January 2014 (1)","126780","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Quarterly Dividend","15 May, 2017","10.1075"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126765","HDFC FMP 1175D January 2014 (1) - Regular Option-Flexi Option","25 Mar, 2014","10.0000"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126772","HDFC FMP 1175D January 2014 (1) Series 29 - Regular - Normal Dividend","03 Jun, 2019","10.0000"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126768","HDFC FMP 1175D January 2014 (1) Series 29 - Direct - Normal Dividend","03 Jun, 2019","10.0000"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126767","HDFC FMP 1175D January 2014 (1) Series 29 - Regular - Quarterly Dividend","03 Jun, 2019","10.1246"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126771","HDFC FMP 1175D January 2014 (1) Series 29 - Direct - Quarterly Dividend","03 Jun, 2019","10.1295"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126769","HDFC FMP 1175D January 2014 (1) Series 29 - Direct - Flexi","03 Jun, 2019","10.0000"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126766","HDFC FMP 1175D January 2014 (1) Series 29 - Regular - Growth","03 Jun, 2019","15.9714"
"Close Ended","HDFC FMP 1175D January 2014 (1)","126770","HDFC FMP 1175D January 2014 (1) Series 29 - Direct - Growth","03 Jun, 2019","16.1435"
"Close Ended","HDFC FMP 370D January 2014 (1)","126705","HDFC FMP 370D January 2014 (1)- Direct Option-Flexi Option","25 Mar, 2014","10.0000"
"Close Ended","HDFC FMP 370D January 2014 (1)","126707","HDFC FMP 370D January 2014 (1)- Direct Option-Quarterly Dividend Option","25 Mar, 2014","10.0000"
"Close Ended","HDFC FMP 370D January 2014 (1)","126710","HDFC FMP 370D January 2014 (1)- Regular Option-Quarterly Dividend Option","05 Feb, 2014","10.0000"
"Close Ended","HDFC FMP 370D January 2014 (1)","126711","HDFC FMP 370D January 2014 (1)- Direct Option-Dividend Option","25 Mar, 2014","10.0000"
"Close Ended","HDFC FMP 370D January 2014 (1)","126708","HDFC FMP 370D January 2014 (1) Series 29 - Regular - Normal Dividend","16 Jan, 2015","10.9191"
"Close Ended","HDFC FMP 370D January 2014 (1)","126712","HDFC FMP 370D January 2014 (1) Series 29 - Regular - Flexi","16 Jan, 2015","10.9191"
"Close Ended","HDFC FMP 370D January 2014 (1)","126706","HDFC FMP 370D January 2014 (1) Series 29 - Direct - Growth","20 Jan, 2017","12.8075"
"Close Ended","HDFC FMP 370D January 2014 (1)","126709","HDFC FMP 370D January 2014 (1) Series 29 - Regular - Growth","08 Feb, 2017","12.8166"
"Close Ended","HDFC FMP 478D January 2014 (1)","126621","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Normal Dividend","19 Jan, 2015","10.9540"
"Close Ended","HDFC FMP 478D January 2014 (1)","126624","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Quarterly Dividend","21 Apr, 2015","10.0949"
"Close Ended","HDFC FMP 478D January 2014 (1)","126625","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Flexi","19 Jan, 2015","10.9161"
"Close Ended","HDFC FMP 478D January 2014 (1)","126627","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Quarterly Dividend","19 Jan, 2015","10.0908"
"Close Ended","HDFC FMP 478D January 2014 (1)","126620","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Normal Dividend","15 May, 2017","11.6706"
"Close Ended","HDFC FMP 478D January 2014 (1)","126622","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Flexi","08 Feb, 2017","12.9409"
"Close Ended","HDFC FMP 478D January 2014 (1)","126623","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Growth","15 May, 2017","13.1543"
"Close Ended","HDFC FMP 478D January 2014 (1)","126626","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Growth","08 Feb, 2017","12.8594"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126605","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Flexi","19 Jan, 2015","10.9289"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126602","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Growth","09 Feb, 2017","12.8247"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126603","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Normal Dividend","20 Jan, 2017","11.6759"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126604","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Quarterly Dividend","09 Feb, 2017","10.0769"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126606","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Growth","20 Jan, 2017","12.8136"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126607","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Quarterly Dividend","09 Feb, 2017","10.0783"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126608","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Flexi","20 Jan, 2017","12.8136"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","126609","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Normal Dividend","09 Feb, 2017","11.7387"
"Close Ended","HDFC FMP 369D January 2014 (1)","126510","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Flexi","16 Jan, 2015","10.9436"
"Close Ended","HDFC FMP 369D January 2014 (1)","126503","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Normal Dividend","19 Apr, 2017","10.1545"
"Close Ended","HDFC FMP 369D January 2014 (1)","126504","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Growth","11 Jan, 2017","12.7979"
"Close Ended","HDFC FMP 369D January 2014 (1)","126505","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Quarterly Dividend","20 Jan, 2017","10.0430"
"Close Ended","HDFC FMP 369D January 2014 (1)","126506","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Normal Dividend","11 Jan, 2017","11.6636"
"Close Ended","HDFC FMP 369D January 2014 (1)","126507","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Flexi","20 Jan, 2017","12.7856"
"Close Ended","HDFC FMP 369D January 2014 (1)","126508","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Growth","19 Apr, 2017","12.9881"
"Close Ended","HDFC FMP 369D January 2014 (1)","126509","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Quarterly Dividend","20 Jan, 2017","10.0422"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126490","HDFC FMP 491D January 2014 (1) - Regular Option-Flexi Option","05 Feb, 2014","10.0000"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126493","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Flexi","01 Jan, 2015","10.9511"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126487","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Growth","18 Apr, 2017","13.1428"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126488","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Quarterly Dividend","11 Jan, 2017","10.0895"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126489","HDFC FMP 491D January 2014 (1) Series 29 - Regular - Normal Dividend","18 Apr, 2017","11.6302"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126491","HDFC FMP 491D January 2014 (1) Series 29 - Regular - Growth","11 Jan, 2017","12.8309"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126492","HDFC FMP 491D January 2014 (1) Series 29 - Regular - Quarterly Dividend","18 Apr, 2017","10.0945"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","126494","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Normal Dividend","11 Jan, 2017","11.4487"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr II- 36M Jan 14","126437","HDFC CPO 36M January 2014 - Series II - Regular - Normal Dividend Payout","25 Jan, 2017","12.4429"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr II- 36M Jan 14","126438","HDFC CPO 36M January 2014 - Series II - Regular - Growth","12 Jan, 2017","12.4343"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr II- 36M Jan 14","126439","HDFC CPO 36M January 2014 - Series II - Direct - Normal Dividend Payout","25 Jan, 2017","12.6317"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr II- 36M Jan 14","126440","HDFC CPO 36M January 2014 - Series II - Direct - Growth","12 Jan, 2017","12.6206"
"Close Ended","HDFC FMP 371D January 2014 (1)","126399","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Flexi","09 Jan, 2015","10.9375"
"Close Ended","HDFC FMP 371D January 2014 (1)","126404","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Flexi","01 Jan, 2015","10.9137"
"Close Ended","HDFC FMP 371D January 2014 (1)","126406","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Quarterly Dividend","01 Jan, 2015","10.2365"
"Close Ended","HDFC FMP 371D January 2014 (1)","126400","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Growth","11 Jan, 2017","12.8424"
"Close Ended","HDFC FMP 371D January 2014 (1)","126401","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Quarterly Dividend","12 Jan, 2017","10.0295"
"Close Ended","HDFC FMP 371D January 2014 (1)","126402","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Normal Dividend","11 Jan, 2017","11.7313"
"Close Ended","HDFC FMP 371D January 2014 (1)","126403","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Normal Dividend","12 Jan, 2017","11.7101"
"Close Ended","HDFC FMP 371D January 2014 (1)","126405","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Growth","11 Jan, 2017","12.8103"
"Close Ended","HDFC FMP 372D December 2013 (2)","126243","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Normal Dividend","01 Jan, 2015","10.9401"
"Close Ended","HDFC FMP 372D December 2013 (2)","126240","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Normal Dividend","12 Jan, 2017","11.7312"
"Close Ended","HDFC FMP 372D December 2013 (2)","126241","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Growth","11 Jan, 2017","12.8528"
"Close Ended","HDFC FMP 372D December 2013 (2)","126242","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Quarterly Dividend","12 Jan, 2017","10.0303"
"Close Ended","HDFC FMP 372D December 2013 (2)","126244","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Flexi","11 Jan, 2017","12.8203"
"Close Ended","HDFC FMP 372D December 2013 (2)","126245","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Growth","12 Jan, 2017","12.8225"
"Close Ended","HDFC FMP 372D December 2013 (2)","126246","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Quarterly Dividend","11 Jan, 2017","10.0280"
"Close Ended","HDFC FMP 372D December 2013 (2)","126247","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Flexi","12 Jan, 2017","12.8550"
"Close Ended","HDFC FMP 372D December 2013 (1)","126150","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Quarterly Dividend","13 Jan, 2014","10.0399"
"Close Ended","HDFC FMP 372D December 2013 (1)","126151","HDFC FMP 372D December 2013 (1) Series 29 - Regular - Normal Dividend","26 Dec, 2014","10.9380"
"Close Ended","HDFC FMP 372D December 2013 (1)","126147","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Normal Dividend","11 Jan, 2017","10.0000"
"Close Ended","HDFC FMP 372D December 2013 (1)","126148","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Flexi","02 Jan, 2017","12.8668"
"Close Ended","HDFC FMP 372D December 2013 (1)","126149","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Growth","11 Jan, 2017","12.8872"
"Close Ended","HDFC FMP 372D December 2013 (1)","126153","HDFC FMP 372D December 2013 (1) Series 29 - Regular - Growth","02 Jan, 2017","12.8345"
"Close Ended","HDFC FMP 372D December 2013 (1)","126154","HDFC FMP 372D December 2013 (1) Series 29 - Regular - Quarterly Dividend","11 Jan, 2017","10.0000"
"Close Ended","HDFC FMP 504D December 2013 (1)","126140","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Flexi","14 May, 2015","11.3114"
"Close Ended","HDFC FMP 504D December 2013 (1)","126139","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Normal Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 504D December 2013 (1)","126141","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Growth","11 Jan, 2017","12.9540"
"Close Ended","HDFC FMP 504D December 2013 (1)","126142","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Quarterly Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 504D December 2013 (1)","126143","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Normal Dividend","11 Jan, 2017","11.4331"
"Close Ended","HDFC FMP 504D December 2013 (1)","126144","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Flexi","01 Jun, 2017","13.1793"
"Close Ended","HDFC FMP 504D December 2013 (1)","126145","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Growth","11 Jan, 2017","12.8701"
"Close Ended","HDFC FMP 504D December 2013 (1)","126146","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Quarterly Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125707","HDFC FMP 371D December 2013 (1) - Regular Option-Flexi Option","11 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125985","HDFC FMP 531D December 2013 (1)-Direct Option-Flexi Option","25 Mar, 2014","10.0000"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125988","HDFC FMP 531D December 2013 (1)-Regular Option-Flexi Option","13 Jan, 2014","10.0000"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125990","HDFC FMP 369D December 2013 (1) Series 29 - Direct - Quarterly Dividend","13 Jan, 2014","10.0601"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125992","HDFC FMP 369D December 2013 (1)-Regular Option-Flexi Option","13 Jan, 2014","10.0597"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125996","HDFC FMP 369D December 2013 (1)-Direct Option-Flexi Option","13 Jan, 2014","10.0601"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125989","HDFC FMP 369D December 2013 (1) Series 29 - Direct - Growth","11 Jan, 2017","12.8923"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125991","HDFC FMP 369D December 2013 (1) Series 29 - Regular - Normal Dividend","02 Jan, 2017","11.7252"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125993","HDFC FMP 369D December 2013 (1) Series 29 - Regular - Growth","11 Jan, 2017","12.8594"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125994","HDFC FMP 369D December 2013 (1) Series 29 - Regular - Quarterly Dividend","02 Jan, 2017","10.1693"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","125995","HDFC FMP 369D December 2013 (1) Series 29 - Direct - Normal Dividend","11 Jan, 2017","10.0000"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","126152","HDFC FMP 372D December 2013 (1)-Regular Option-Flexi Option","13 Jan, 2014","10.0000"
"Close Ended","HDFC FMP 531D December 2013 (1)","125981","HDFC FMP 531D December 2013 (1) Series 29 - Direct - Quarterly Dividend","22 Feb, 2017","10.0000"
"Close Ended","HDFC FMP 531D December 2013 (1)","125982","HDFC FMP 531D December 2013 (1) Series 29 - Regular - Growth","02 Jan, 2017","12.8228"
"Close Ended","HDFC FMP 531D December 2013 (1)","125983","HDFC FMP 531D December 2013 (1) Series 29 - Regular - Quarterly Dividend","22 Feb, 2017","10.0000"
"Close Ended","HDFC FMP 531D December 2013 (1)","125984","HDFC FMP 531D December 2013 (1) Series 29 - Direct - Normal Dividend","02 Jan, 2017","11.3326"
"Close Ended","HDFC FMP 531D December 2013 (1)","125986","HDFC FMP 531D December 2013 (1) Series 29 - Direct - Growth","22 Feb, 2017","13.0189"
"Close Ended","HDFC FMP 531D December 2013 (1)","125987","HDFC FMP 531D December 2013 (1) Series 29 - Regular - Normal Dividend","02 Jan, 2017","11.3143"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125871","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Quarterly Dividend","11 Dec, 2014","10.1826"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125874","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Flexi","13 Jan, 2014","10.0763"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125869","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Growth","31 May, 2016","12.3314"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125870","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Normal Dividend","15 Dec, 2016","11.7005"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125872","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Flexi","31 May, 2016","12.3314"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125873","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Quarterly Dividend","15 Dec, 2016","10.1398"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125875","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Normal Dividend","31 May, 2016","11.2809"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","125876","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Growth","15 Dec, 2016","12.8407"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125740","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Flexi","18 Mar, 2015","11.1879"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125737","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Normal Dividend","02 Jan, 2017","11.3395"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125738","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Flexi","22 Feb, 2017","13.0312"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125739","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Normal Dividend","02 Jan, 2017","11.3207"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125741","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Growth","22 Feb, 2017","12.9415"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125742","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Quarterly Dividend","02 Jan, 2017","10.0899"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125743","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Growth","22 Feb, 2017","13.0312"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","125744","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Quarterly Dividend","02 Jan, 2017","10.0209"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125706","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Quarterly Dividend","17 Nov, 2014","10.1264"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125708","HDFC FMP 371D December 2013 (1) Series 28 - Regular - Normal Dividend","13 Jan, 2014","10.0863"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125710","HDFC FMP 371D December 2013 (1) Series 28 - Regular - Quarterly Dividend","13 Jan, 2014","10.0863"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125703","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Normal Dividend","15 Dec, 2016","11.7410"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125704","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Flexi","31 May, 2016","12.3520"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125705","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Growth","15 Dec, 2016","12.8425"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","125709","HDFC FMP 371D December 2013 (1) Series 28 - Regular - Growth","31 May, 2016","12.3275"
"Close Ended","HDFC FMP 370D November 2013 (1)","125548","HDFC FMP 370D November 2013 (1) - Regular Option-Flexi Option","04 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 370D November 2013 (1)","125543","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Quarterly Dividend","17 Nov, 2014","10.1206"
"Close Ended","HDFC FMP 370D November 2013 (1)","125544","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Normal Dividend","08 Nov, 2016","11.6882"
"Close Ended","HDFC FMP 370D November 2013 (1)","125545","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Flexi","31 May, 2016","12.3435"
"Close Ended","HDFC FMP 370D November 2013 (1)","125546","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Growth","08 Nov, 2016","12.7667"
"Close Ended","HDFC FMP 370D November 2013 (1)","125547","HDFC FMP 370D November 2013 (1) Series 28 - Regular - Normal Dividend","31 May, 2016","11.2840"
"Close Ended","HDFC FMP 370D November 2013 (1)","125549","HDFC FMP 370D November 2013 (1) Series 28 - Regular - Growth","08 Nov, 2016","12.7354"
"Close Ended","HDFC FMP 370D November 2013 (1)","125550","HDFC FMP 370D November 2013 (1) Series 28 - Regular - Quarterly Dividend","31 May, 2016","10.1728"
"Close Ended","HDFC FMP 538D November 2013 (1)","125540","HDFC FMP 538D November 2013 (1) - Regular Option-Flexi Option","04 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 538D November 2013 (1)","125535","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Normal Dividend","19 Mar, 2015","11.2719"
"Close Ended","HDFC FMP 538D November 2013 (1)","125538","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Quarterly Dividend","19 May, 2015","10.0000"
"Close Ended","HDFC FMP 538D November 2013 (1)","125536","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Flexi","18 Apr, 2017","13.2695"
"Close Ended","HDFC FMP 538D November 2013 (1)","125537","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Growth","02 Jan, 2017","13.0140"
"Close Ended","HDFC FMP 538D November 2013 (1)","125539","HDFC FMP 538D November 2013 (1) Series 28 - Regular - Normal Dividend","18 Apr, 2017","11.6157"
"Close Ended","HDFC FMP 538D November 2013 (1)","125541","HDFC FMP 538D November 2013 (1) Series 28 - Regular - Growth","02 Jan, 2017","12.9260"
"Close Ended","HDFC FMP 538D November 2013 (1)","125542","HDFC FMP 538D November 2013 (1) Series 28 - Regular - Quarterly Dividend","18 Apr, 2017","10.1037"
"Close Ended","HDFC FMP 923D November 2013 (1)","125458","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Flexi","27 May, 2016","12.3766"
"Close Ended","HDFC FMP 923D November 2013 (1)","125452","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Normal Dividend","03 Jan, 2017","10.4689"
"Close Ended","HDFC FMP 923D November 2013 (1)","125453","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Flexi","10 Apr, 2017","13.2954"
"Close Ended","HDFC FMP 923D November 2013 (1)","125454","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Growth","03 Jan, 2017","13.0753"
"Close Ended","HDFC FMP 923D November 2013 (1)","125455","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Quarterly Dividend","10 Apr, 2017","10.0000"
"Close Ended","HDFC FMP 923D November 2013 (1)","125456","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Quarterly Dividend","03 Jan, 2017","10.1791"
"Close Ended","HDFC FMP 923D November 2013 (1)","125457","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Normal Dividend","10 Apr, 2017","10.0000"
"Close Ended","HDFC FMP 923D November 2013 (1)","125459","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Growth","03 Jan, 2017","12.9558"
"Close Ended","HDFC FMP 371D November 2013 (2)","125364","HDFC FMP 371D November 2013 (2)-Direct Option-Flexi Option","19 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 371D November 2013 (2)","125362","HDFC FMP 371D November 2013 (2)-Regular Option-Dividend Option","17 Nov, 2014","10.9147"
"Close Ended","HDFC FMP 371D November 2013 (2)","125367","HDFC FMP 371D November 2013 (2)-Regular Option-Flexi Option","17 Nov, 2014","10.9147"
"Close Ended","HDFC FMP 371D November 2013 (2)","125360","HDFC FMP 371D November 2013 (2) Series 28 - Direct - Growth","22 Feb, 2016","12.0997"
"Close Ended","HDFC FMP 371D November 2013 (2)","125361","HDFC FMP 371D November 2013 (2) Series 28 - Direct - Quarterly Dividend","08 Nov, 2016","10.0778"
"Close Ended","HDFC FMP 371D November 2013 (2)","125363","HDFC FMP 371D November 2013 (2) Series 28 - Direct - Normal Dividend","22 Feb, 2016","11.0800"
"Close Ended","HDFC FMP 371D November 2013 (2)","125365","HDFC FMP 371D November 2013 (2) Series 28 - Regular - Growth","08 Nov, 2016","12.7965"
"Close Ended","HDFC FMP 371D November 2013 (2)","125366","HDFC FMP 371D November 2013 (2) Series 28 - Regular - Quarterly Dividend","22 Feb, 2016","10.1008"
"Close Ended","HDFC FMP 554D November 2013 (1)","125329","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Quarterly Dividend","03 Jan, 2017","10.1329"
"Close Ended","HDFC FMP 554D November 2013 (1)","125330","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Normal Dividend","01 Jun, 2017","10.0000"
